userid;bookid
323516.0;456248,426820
323528.0;426068
323529.0;465336
323535.0;420065
323547.0;428189
323556.0;408745,405014
323560.0;407149
323561.0;405228,491333
323562.0;510407,412523
323567.0;469643,469643,428576,428576,403808,403808
323580.0;405158,423228
323589.0;429708
323601.0;417698,417698,431902,431902
323607.0;409836,409836
323608.0;433511,492966
323611.0;442801
323614.0;488051
323619.0;510915
323620.0;431747
323623.0;483688
323626.0;455056
323627.0;437182
323640.0;438933,416677,440047,445127,440034,430061
323643.0;439828,443111,443135
323662.0;438933,438933,439155,439155,416677,416677,440047,440047,445127,445127
323698.0;442100,400836
323699.0;457679,418957
323709.0;403925
323741.0;460771
323743.0;439826,439694,443125
323750.0;446900
323759.0;439826,443124,443124,439841,443261,443263,439840,439825,439825,443125,443125
323776.0;400890
323777.0;416678,445127
323779.0;438965,439840,442846,442847
323781.0;442846
323782.0;442670
323786.0;410832,408177
323790.0;439756,408772,439815,407044
323791.0;422807
323800.0;503033,503037
323801.0;463304,449559,425541
323806.0;422644
323807.0;413037
323812.0;433136
323836.0;442946
323847.0;438967,438965,439826,439695,439694,439841,443261,443263,442845
323851.0;417745
323855.0;417785,405019,411844,411844
323857.0;443124,443124,439841,439841,443261,443261,443263,443263,439840,439840,439825,439825,443125,443125
323861.0;458714
323862.0;436256
323864.0;439139,442765,442763,439096,439097,442786
323869.0;416677,442893,439835,439836,439751,442892,442894,442906
323881.0;488051
323893.0;439813
323894.0;438933,438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,439155,416677,416677,416677,416677,416677,445127,445127,445127,445127,445127,445127,500974,435985,435985
323897.0;438933,439155
323904.0;442725,464162
323907.0;417745
323914.0;430658
323918.0;423168
323922.0;440601
323929.0;495287
323936.0;442971,439803
323940.0;415013
323953.0;442897,442896,423349
323955.0;445127,442763,443037,443033,439097,413570,413563,443029
323958.0;438933,438933,440047,440047,445127,445127,439858,439858
323961.0;430019
323974.0;463762
323977.0;476822
323982.0;459220
323985.0;448519
323986.0;443170
323987.0;509971
323989.0;439011,439010,439832,443171,439000,439831
324008.0;439818,443102,443170,439819,408836,413739
324011.0;465406
324021.0;443170,439832,443173,443171,408899,439831
324046.0;467769,422417
324055.0;414000
324064.0;453059,453059
324066.0;420485,429319
324071.0;443605,479763
324079.0;484374
324084.0;455020
324085.0;400032,400032,455519,456245
324093.0;442825
324100.0;400529,408088,399065
324121.0;405019,469103
324124.0;443134
324134.0;497870
324135.0;416677,445127
324140.0;438933,439155,416677,445127
324141.0;423810
324153.0;416677,445127
324162.0;498535
324166.0;453212
324173.0;438933,416677,445127
324186.0;416251
324207.0;417698
324225.0;439741
324228.0;491945,454743
324234.0;405789
324244.0;465194
324275.0;402734
324279.0;441434
324287.0;420421
324294.0;442845
324310.0;491484
324311.0;456379
324318.0;404480
324321.0;411656
324355.0;442670,442670,442896,429901,443108,443135,443134,408889,439738
324379.0;439138,442786
324381.0;506885
324383.0;502068,457140
324411.0;439143
324425.0;426194
324427.0;442676,439644
324442.0;467769
324446.0;440045,439829,443135
324488.0;489739
324491.0;407197,420455,407006,407006,407149,458112,477424
324504.0;443479
324518.0;440673
324529.0;483629
324531.0;405345,405345
324535.0;458480
324545.0;430807,442786
324555.0;468709
324562.0;416677,440676
324570.0;441873,503078
324573.0;420421
324615.0;473581
324618.0;495226
324633.0;439155,442681
324641.0;503137
324658.0;476261
324670.0;416679
324676.0;489363
324678.0;441877
324680.0;454321
324681.0;403100
324687.0;440741,440741
324689.0;405581
324694.0;451146
324695.0;426840,426851,477868
324704.0;408041,431220
324712.0;438836
324713.0;508899
324715.0;478619,449697
324727.0;480608
324735.0;399269
324738.0;461390
324747.0;400784
324749.0;401645
324751.0;440830
324761.0;408781
324766.0;494766
324775.0;430639
324776.0;498579
324788.0;438933
324802.0;508663
324805.0;417745
324819.0;449365
324826.0;450103
324833.0;415374,422457
324838.0;410398
324843.0;456959
324850.0;468187
324855.0;412607,492976
324859.0;469426
324860.0;462274
324862.0;416679,439835,439836,443170,443173,442906
324867.0;439760,439761
324870.0;410724,410724
324885.0;414524,433324,442548
324896.0;510075
324906.0;439755,407679,407679
324913.0;476076
324922.0;407964
324931.0;439011,439010,436933
324935.0;405258
324948.0;434419
324954.0;467769
324992.0;455589
324996.0;459457
324999.0;491453
325003.0;445148
325009.0;453730,453730
325017.0;475554,432892,423805
325032.0;438933,438933,438933,439155,439155,439155,445127,445127,445127,442683
325046.0;446006
325078.0;425962
325082.0;438933,438933,439155,439155,445127,445127,442971,442972
325095.0;438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,445127,445127,445127,445127,445127,437191,437141
325097.0;438933,439155,440047,445127
325099.0;439761,439000
325107.0;440045,443111,443108,443135
325111.0;412072
325112.0;442971,442972
325125.0;438933,438933,439155,439155,445127,445127
325127.0;442784
325128.0;439779
325133.0;442784,442783
325145.0;437200,437179
325150.0;448921,399269
325169.0;437217,437200,437207,437171,437141
325180.0;442838,442836,442836,439733,439733,439730
325202.0;443095
325214.0;442842,442843,442844,439736,439738
325221.0;445127
325241.0;408995,439834
325265.0;497121
325269.0;417829
325270.0;420098,420098
325275.0;440601,443052
325280.0;437755
325282.0;445148
325300.0;441502
325320.0;471960
325324.0;418094,399696,416348,399486,399486
325325.0;417745
325328.0;509800
325342.0;402071
325349.0;430875,427813
325374.0;418915
325392.0;439153,439153,442898,439645,442803,442803
325398.0;459457
325409.0;438463,455761
325412.0;421466
325426.0;407597
325437.0;440057,440057
325443.0;417338,417338
325449.0;407044
325454.0;425171,418126,417543,435235,429526
325463.0;503304
325475.0;406544,406544
325480.0;467082
325482.0;442811,442820,442816,442815
325500.0;505278
325501.0;428736
325505.0;438933,439139
325513.0;442809,442810,439987,439980
325525.0;453694
325536.0;486713
325539.0;411656,440692
325543.0;439990,442821,442814
325560.0;486564,495305,459695
325561.0;425771
325562.0;430562
325565.0;416679,442764,442765,443029,443028
325576.0;443056,443052
325582.0;439979,439970
325584.0;435525,435535,435483
325592.0;440474
325599.0;471412
325600.0;453870
325601.0;432322
325615.0;439982
325628.0;509840
325632.0;411052
325636.0;458425,458427
325644.0;421967
325666.0;415013
325671.0;432256,432256
325676.0;441990
325677.0;438933,439155,416677,445127
325682.0;416677,442683,443037,443033,439000,447139,447138
325683.0;413432,413432,401249,411485,411485,411485
325686.0;506507,506508
325701.0;450294
325707.0;417745
325708.0;438933,438933,439155,439155,445127,445127
325713.0;428941
325720.0;452624,405167,416966,448088,409609
325722.0;489130
325724.0;430489
325728.0;446006
325729.0;442695
325731.0;510756
325734.0;457354,419547
325736.0;439826,401700
325738.0;438933,438933,439155,439155,445127,445127
325741.0;442884
325742.0;399002
325745.0;438649
325754.0;438933,438933,439155,439155,445127,445127
325768.0;434268,416059,434784,409509
325795.0;439018,442706,472914,442948,413212,452747
325821.0;456248
325861.0;472367
325863.0;412567
325866.0;416679,416678
325872.0;450080
325878.0;438024,448088,492356,455355
325881.0;429826
325896.0;448624
325899.0;497538
325902.0;500958
325903.0;443084,439816,443083,443082,418046
325906.0;403712,403712,485265,425730,425730
325917.0;425490,425490
325924.0;442905,439761,442907,442908,451110
325925.0;406534,407531
325966.0;485633,485633,425807
325972.0;485026,402963
325973.0;438933,438933,439155,439155,416677,416677,445127,445127,445127,442905,439761,442908,442771,442770,439803,439804,447138,439877,442772
325980.0;407516
325981.0;442675,442677,439645
325991.0;405158,407770
326029.0;485617
326035.0;431360
326037.0;406675
326066.0;438345
326069.0;469520,510367
326077.0;442683,442681,439001
326096.0;408529
326098.0;433909,417114
326102.0;442838
326107.0;442784
326118.0;400412
326140.0;441610
326143.0;442675,442677,442676,439645,439644
326147.0;416677
326189.0;438933,439155,440047,445127,442905,442905,439760,442908
326193.0;442764,442763
326213.0;472903
326220.0;471557
326221.0;494783
326233.0;438933,416677,416679,416679,445127
326242.0;438459
326245.0;438933,439155,416677,440047,445127,442971,439803,439804,442972,442973
326261.0;439836
326265.0;470275,470275
326279.0;447137,447139
326293.0;413332
326301.0;439019
326304.0;413332
326306.0;463563
326307.0;413332
326312.0;468129,402324
326315.0;458317
326317.0;413332
326320.0;413332
326322.0;413332
326323.0;413332
326327.0;413332
326330.0;413332
326333.0;413332
326334.0;413332
326335.0;413332
326337.0;413332
326338.0;413332
326340.0;413332
326363.0;465322
326365.0;505805
326373.0;412912
326388.0;495257
326390.0;490864
326391.0;418094
326395.0;443624
326398.0;427594,411199
326406.0;465360
326407.0;413332,413332
326412.0;468913
326419.0;425303
326431.0;439155,440047,445127
326435.0;423810,428868
326438.0;482929
326443.0;427340
326444.0;409188,409188
326445.0;436949
326455.0;450080
326456.0;418632
326457.0;423858
326460.0;481297
326463.0;411656,463535
326464.0;441877,443083
326465.0;413776
326467.0;443832
326468.0;407593
326476.0;459115
326481.0;440017,509033
326482.0;439835,409023,439836,447137,443205,443206
326495.0;435788
326514.0;414624,405761
326527.0;444366
326529.0;413317
326532.0;459855,459855,428450,477167
326534.0;417745
326541.0;481709
326542.0;401267
326552.0;412607
326567.0;438201,438201
326575.0;480682
326583.0;422831
326586.0;400246
326591.0;450235
326597.0;438398
326599.0;442836
326606.0;401917,461133,403777,439490
326610.0;421877
326615.0;416846
326619.0;431614
326623.0;460430,460745
326628.0;413078
326634.0;426896
326639.0;487462,495111
326640.0;428144
326648.0;428324
326649.0;504088
326660.0;446900
326667.0;436080,413656,457603,425375,411554,415653,415618,426438
326671.0;469426
326675.0;468433
326677.0;404196,404196,425314,402582
326681.0;435467
326684.0;440692,440687,418632,418632
326705.0;442828,442828
326707.0;447138,439990
326708.0;422417
326714.0;439846,439847
326718.0;422556
326726.0;409023,442823
326732.0;427340,470248
326742.0;402476
326745.0;438933,439155,416677,416677,445127,445127
326756.0;440000
326759.0;484189,443678
326762.0;454519,454519
326771.0;498850,498850
326785.0;438933,439155,416677,416679,416678,445127
326788.0;502407,509337,496456
326789.0;428775,409844,469199,437343,463491,418505
326799.0;497293,497293
326803.0;439009
326812.0;473754
326823.0;500966
326845.0;442695,442696,442697,439009
326850.0;407761,439779,455239
326852.0;439756,442897,436172,436249,442898,439755,452525,442896
326853.0;442675,442677,442676,439645,439644,421653,439598,460618
326856.0;447759,460618,482899
326858.0;439488
326861.0;439826,443124,439825,443125,442695,443127,436148,436273,436284,436291,436172,436249,442696,442697,439009,447759,460618,451269
326870.0;417745
326873.0;436148,436273,436284,436291,436172,436249
326874.0;412607
326875.0;443533
326876.0;443171,442838,442836,439733,442837,439730
326878.0;493746
326879.0;436172,433072,433043,433004,433015,433027,432990,433087,433035,433127,433120,433101
326880.0;438933,438933,439155,439155,439155,439155,416677,416677,416677,445127,445127,445127,445127,442682,442683,442681,442756,442756,442757,442757,439118,439000,447139,447138,442917,442915,440358,440356,437179,439119,440353,501604
326895.0;501544,501544,431266,462746,462746,409107
326902.0;438933,438933,439155,439155,416677,416677,445127,407009,439119
326903.0;443170,439832,443173
326908.0;437836
326909.0;438933,439155,440047,445127
326921.0;418327
326956.0;416677,445127
326961.0;438933,439155,416677,445127,403129
326966.0;408696,442947,439761,447139,443028,456509
326989.0;474110
327018.0;438933,439155,416677,445127,439804,440063,440064,440065,440060
327022.0;507188,417986
327023.0;442683,439741,439741,442847,442847,406845,406845,439740,439740
327039.0;442913,440353,440353
327053.0;419149
327070.0;428941,429234
327071.0;467431,433718
327094.0;416176,475112,475123
327101.0;408995,420639,420639
327113.0;420531
327118.0;401205
327142.0;473713,420548,420548
327147.0;420532
327160.0;403100
327165.0;442465,442465
327169.0;464562
327172.0;415558
327178.0;438933,439155,445127,429415
327182.0;401695,420352,442800,439149,442797,439152
327200.0;404607
327213.0;479445
327236.0;439551
327244.0;429234
327245.0;439756,440045,443102,412607,439755,439713,440042,442792
327257.0;497044
327259.0;439818,439818,443102,439819,408836
327268.0;469479,508147
327270.0;407260
327278.0;400127,433547
327284.0;407327,491761
327288.0;492717
327292.0;436386
327297.0;498291
327299.0;438933,439155,416679,416678
327300.0;405167
327302.0;407260
327307.0;455114
327309.0;486856,492355
327316.0;437191,437171,439986,442815
327318.0;431865
327319.0;489130
327320.0;430271
327330.0;459382
327343.0;473922,463574
327344.0;412912
327347.0;439826,443124,439695
327348.0;448438,448438
327350.0;436148,436273,433027,433087
327355.0;453901
327359.0;434536
327362.0;434179
327367.0;442681
327371.0;408088,467426,402983
327380.0;482929
327382.0;439835,439836,447137,442906
327384.0;419966
327390.0;442846,442898
327391.0;437659
327396.0;479295
327400.0;455574
327403.0;448088
327413.0;443124
327414.0;418971
327416.0;491550,404570,474682
327429.0;450103
327430.0;404480,440687
327435.0;439457
327440.0;427698
327442.0;439828,439829,443135,443130
327445.0;454395
327453.0;433820
327454.0;490289
327456.0;487704,468194
327479.0;402023,402023
327486.0;405345,431801
327494.0;408817
327503.0;399690
327505.0;439760
327510.0;423320
327514.0;493718
327518.0;417745
327540.0;438933,416679
327563.0;439000
327586.0;438933,438933,439155,439155,440047,440047,445127,445127,442674,442673
327606.0;443179
327624.0;468573
327630.0;429418,429418
327633.0;440507,438552
327635.0;442836,439730
327642.0;443206
327644.0;409807,487244
327647.0;420871
327649.0;410194
327664.0;411061,411061
327669.0;420554
327671.0;505459
327688.0;466393
327693.0;466464
327719.0;443170
327728.0;461133
327733.0;439155,416677,445127
327765.0;413332
327767.0;442908,442973,428701,455472
327768.0;479982
327774.0;427428
327775.0;509360,401823
327782.0;438933,439155,416677,416679,445127,438284,469520,407001
327786.0;454460
327787.0;438933,445127
327789.0;443108
327790.0;413332
327794.0;430807,442786
327800.0;413332
327811.0;413332
327817.0;460201
327820.0;457358,422142,435983,471632,436460,470244
327825.0;438933,438933,439155,416677,416677,445127
327827.0;438933,439155,416677,416679,445127
327828.0;413332
327830.0;426611
327833.0;451182,451182,422559,422559
327835.0;469426
327840.0;402284
327846.0;406562
327847.0;413332
327850.0;437991
327857.0;413332
327858.0;457387
327868.0;442763
327870.0;413332
327877.0;486710,409647,480869
327881.0;477899
327882.0;402948
327885.0;413332
327890.0;482799
327892.0;413332
327895.0;413332
327899.0;439000,411929
327900.0;413332
327903.0;413332
327908.0;404276
327910.0;481020
327932.0;467426
327937.0;501425
327940.0;413849,440539,399575,401766
327942.0;442905,413212,413153
327947.0;454133
327948.0;407006,477424
327949.0;442892
327954.0;504327
327958.0;422849,422849,404690
327977.0;421444,421444
327983.0;438933,438933,438933,438933,439155,439155,439155,439155,440047,440047,440047,440047,445127,445127,445127,448040
328005.0;436516
328006.0;404169
328015.0;402833
328018.0;438933,439155,445127
328038.0;442766,442767,442768,439109,439110
328056.0;486813
328064.0;509803
328068.0;430574,422678,433607
328070.0;438933,439155,416677,416679,471456
328076.0;497957
328095.0;438384,440692
328101.0;494928
328112.0;507432
328117.0;411030
328118.0;438933,416677,445127,440034
328119.0;429398
328154.0;461133
328156.0;438933,439155,445127
328165.0;442819
328166.0;438933,438933,438933,438933
328169.0;448161
328179.0;415055,461211
328182.0;442697,439009
328186.0;430050
328188.0;406853
328191.0;419456,484398
328193.0;442697,440041,414225,443108
328203.0;438933,416677,445127,438997,442678,442679,442680
328207.0;455122
328237.0;443175
328239.0;438933,416677
328262.0;405019,419597,502205
328271.0;504735
328296.0;438933
328301.0;442971,442971,439761,439761
328303.0;417006
328304.0;486847
328305.0;474657,441081
328312.0;475610
328320.0;483299
328321.0;424492
328334.0;418524
328338.0;442925,442921
328342.0;443755
328343.0;422138
328344.0;420352
328346.0;440392
328357.0;442905,439760,439761
328359.0;505747
328374.0;437775
328381.0;438933,439155,416678,445127,439858,440040
328382.0;416677
328396.0;417745
328403.0;411176
328408.0;399966
328409.0;406607
328421.0;503667
328424.0;437412
328438.0;472595
328446.0;459858,466508
328448.0;495135,442896,443163
328449.0;442905,439761,442907,442908
328464.0;440357
328467.0;439828,443135,408889
328477.0;448589,448589,492730,491550
328482.0;442783
328484.0;489514
328485.0;439840,443095
328504.0;405019,407676
328513.0;459922
328517.0;501151
328524.0;438284,433886
328526.0;440694,440694
328533.0;439834
328567.0;411672
328574.0;468913
328576.0;475472
328577.0;439155,416677,440047,445127
328593.0;420352
328599.0;411624
328604.0;458717
328612.0;472325
328617.0;403333,403333
328628.0;499405,423450
328637.0;443415
328640.0;504000
328647.0;411893,411893
328656.0;464828
328660.0;442801,439713
328666.0;427340
328674.0;403635
328693.0;432256
328694.0;399065
328701.0;427188,427188
328704.0;481918,423175
328712.0;439611,438884
328715.0;416677,439858
328720.0;406529,492758,499847
328726.0;461995
328736.0;447225
328743.0;488150
328744.0;420504
328749.0;442784
328753.0;401834,434425
328759.0;439001,439000,431568
328782.0;407642
328787.0;484851
328794.0;472641
328815.0;406544
328823.0;459054,459056
328827.0;416677
328831.0;431747
328832.0;407652
328834.0;486699
328837.0;463495
328843.0;462462
328848.0;476875,414580
328849.0;442681
328852.0;438933,439155,442893,439751,440572,440577,440574,443032,440567,442892,442894,440565,440564,406902,401110
328861.0;475667,475667,443277,443277
328867.0;451585,483688
328881.0;438933,440017
328885.0;483870
328892.0;402963,405294
328899.0;474385
328903.0;442884
328907.0;477209,477209
328931.0;438933,416677,445127
328939.0;440761
328956.0;414941,455056
328957.0;438933,416677,445127,440034,432479
328972.0;408537
328975.0;439155
328984.0;439007
328985.0;444725,444725,420296,420296
328987.0;415137
328988.0;422602
328998.0;416677,439139,442786,438003
328999.0;443261
329001.0;419778
329008.0;419149
329012.0;415209
329015.0;429264,429264
329017.0;427283
329021.0;434108
329022.0;439155,404570
329028.0;451446
329029.0;407805
329031.0;443103,426287
329042.0;459546
329050.0;404821,456891,497490
329051.0;438889,438889
329055.0;484692
329066.0;465116
329071.0;442765,443173
329077.0;439832,442763
329087.0;400213,419414,419737,445608,419544
329092.0;423214,423364,497121
329094.0;439761,439832
329096.0;439760,443040
329106.0;482212
329109.0;437159,437159
329111.0;457359,465189
329115.0;450725
329116.0;442905,439760,439761,442907,442908,438997,442678,442679,442680,439726
329117.0;437126
329122.0;438933,439155,416677,445127,442682,442683,439001,439000,439000,437179,440063,440064,440064,440065,440065,440060,440060
329130.0;477560
329137.0;408654,462462
329138.0;458044
329140.0;428746,428746
329143.0;489130
329144.0;439751,442681,439750,407009
329169.0;442735
329172.0;439840,443266
329174.0;475290
329175.0;492289
329180.0;506222
329187.0;442907
329189.0;430695,430695,428382
329198.0;438933,439155,445127,439000
329230.0;494280
329231.0;429512
329233.0;439948
329235.0;437170
329247.0;443827
329261.0;413190,413204,413172,413177
329273.0;443286,443286,443287,443287,443288,443288,442696,442697
329283.0;438933,438933,438933,438933,438933,439155,439155,439155,439155,440047,440047,440047,440047,445127,445127,445127,445127
329298.0;439756,442897,442898,439755,442896
329301.0;458106
329305.0;475667,443277,439846,439847
329307.0;403606
329308.0;478805
329316.0;430875,423810,412073,415682
329320.0;505478
329323.0;428416,428416
329330.0;483727
329338.0;477933,445825,430152,484280
329339.0;405825
329345.0;479610
329355.0;438933,439155,416677,445127
329361.0;442825
329366.0;433823,433833,418128
329369.0;510528
329375.0;474763
329384.0;442766,442767,442767,442768,442768,439109,439109,439110
329410.0;438933,438933,438933,438933,438933,439155,439155,439155,439155,416677,416677,416677,416677,440047,440047,440047,440047,440047,445127,445127,445127,445127,445127
329429.0;423557
329448.0;412251
329499.0;440042
329512.0;479261
329540.0;443175
329544.0;418096
329545.0;416677,416677,440047,440047,442907,439020,442704,412029
329557.0;435880,435880
329562.0;452624
329564.0;501792
329568.0;422363
329583.0;430496
329602.0;410194
329607.0;452624
329628.0;404324
329632.0;404690,418176
329634.0;443124
329670.0;487244
329676.0;444598
329679.0;443108
329680.0;399197
329683.0;416218
329696.0;480930,402087
329698.0;428844,432264,504910
329703.0;446374
329708.0;498467,498467
329715.0;428381
329730.0;483629,451272
329744.0;406529
329746.0;460268
329754.0;447759
329760.0;424371
329763.0;502720
329772.0;438933,438933,438933,438933,438933,439155,439155,439155,439155,439155,416677,416677,416677,416677,416677,445127,445127,445127,445127,445127
329779.0;480580
329780.0;450412
329782.0;439018,442706,439020,442705,442704
329793.0;468040,427594
329794.0;423512
329799.0;416679,439760,439761,443171,407087
329800.0;442731,459012
329813.0;422094,439751,442892,439750,442894,407009
329826.0;399889,432322
329827.0;462091
329833.0;506851
329844.0;435186,435186
329846.0;442973
329849.0;417745,420484
329864.0;490734
329866.0;452624,420442,401580
329878.0;494841
329888.0;438933,439155,416677,440047,445127,442905,439760,439761,442908,407087
329889.0;439155,445127
329904.0;439835,447137
329907.0;443087
329908.0;439010
329911.0;447533
329917.0;405055
329919.0;405294
329923.0;442695,442696,442697,439008,439009
329942.0;444266
329948.0;409082,416348
329949.0;497957,431703,407225,429912
329952.0;448708
329981.0;470611
329995.0;403324
330015.0;495226
330018.0;443102,443103,413699
330019.0;438933,439155,445127,442681
330032.0;439741,408772,408995
330046.0;482993
330054.0;507336
330058.0;408292
330061.0;414941
330072.0;439943
330075.0;438933,439155,416677,416679,445127,407597,409165,483688
330076.0;503273
330079.0;440160,478105,478105
330080.0;461381
330084.0;428701,432978
330088.0;442898,439755,443111
330090.0;446733
330097.0;438933,439155,416677,445127,445127
330103.0;439741,439740
330105.0;416348
330120.0;489576
330123.0;438933,439155,416677,416679,445127
330124.0;402016
330125.0;401110
330143.0;443109,440042
330144.0;479038
330145.0;432256
330147.0;442905,439760,439761,442907,442908,407087,498074,502480,414380,413739
330150.0;417338,429264
330163.0;412607,442898,439755
330168.0;422199
330170.0;428919
330171.0;503175
330176.0;411133
330180.0;483441
330181.0;419085,454559
330190.0;498812,498812
330195.0;438933,416677,445127
330209.0;480476
330212.0;467820,450881,472958
330213.0;430606
330222.0;400379,400379
330231.0;413317,413329,413313
330245.0;467994,467994,451453,451453
330266.0;463146
330279.0;425314
330289.0;445900
330290.0;439756
330305.0;497676,419754,497612
330315.0;439018,442705,442704
330337.0;439818,443104,439819
330361.0;439490,423557,477868
330362.0;426896,426896
330364.0;414061
330371.0;448179
330373.0;439803,501589
330383.0;466519
330388.0;443178
330403.0;438535
330405.0;452624
330412.0;402052,503010
330422.0;404462,404462,419966,419966,406399,406399,443314,443314
330426.0;428736
330440.0;437329,430522
330443.0;431747,448458
330448.0;482492
330454.0;407640,407651
330457.0;438933,439155,416677,445127
330461.0;464014,464014
330462.0;442908
330464.0;406931
330476.0;431747,486564
330483.0;497327
330488.0;442905,439760,439761,407087
330496.0;442897,442898
330502.0;430695
330508.0;431902
330515.0;424700
330519.0;428734
330540.0;400792
330553.0;438933,445127
330564.0;442892,407009
330584.0;438933,439155,445127,440034,452737
330586.0;442893
330607.0;442971,439804,442973
330629.0;429238
330631.0;419689,507336
330652.0;414632
330653.0;430266
330656.0;502963,502963
330657.0;415654,415654
330664.0;438933,438933,439155,439155,439155
330665.0;456040
330689.0;443109
330713.0;415337
330717.0;412073
330725.0;429133
330739.0;439155
330740.0;439943
330755.0;400118
330781.0;405377
330785.0;461133
330789.0;438933,438933,439155,440047,440047,445127,442674
330821.0;447806,497023,496495,474421
330825.0;450881
330831.0;400480
330834.0;440001
330837.0;442824,442825,440001
330855.0;443178
330856.0;481709,472086,472086
330860.0;425771,425771,442800,442800,442800,442800,453833,453833,453833,422844,422844,422844,422844,481709,481709,481709,481709,481709,481709,472086,472086,472086
330867.0;444682,451972,425875,433838,441305
330874.0;403801
330880.0;425771,425875,433838,490992,493747
330909.0;503811,503811
330914.0;444762,444762
330938.0;443104,439760
330940.0;486960,432406
330941.0;457231
330952.0;481628,485319
330965.0;419779
330975.0;442735,399708,417126,399384
330980.0;510445
330983.0;472473
330994.0;442971,442972
330998.0;439724,451364,442829
330999.0;438202,471813
331001.0;448589,448589,448589
331003.0;438933,407087,458977,476531
331006.0;472473
331009.0;436256
331019.0;434268,416059
331032.0;430246
331033.0;438933,439155
331036.0;438933,439155,416677,445127
331038.0;468105,468105
331039.0;412265
331044.0;509165
331048.0;469726
331075.0;438933,416677,445127,440034
331086.0;415013
331100.0;452624
331104.0;458106
331108.0;439155
331112.0;425307,425307
331118.0;504254,492730,409541
331124.0;440178
331131.0;419414
331132.0;486710,404597,433906
331134.0;482466
331140.0;407531,434419
331141.0;405258,408615,479496
331145.0;479933
331152.0;450636,439718,439717
331153.0;492392,466393,482466
331161.0;444176,440888
331165.0;439018,442706,439020,442705,442704,431449
331167.0;448623,449734
331174.0;438933,439155
331185.0;442764,442905,439751,442907,442908,439832,443171,439097,439094,442892,439831
331186.0;497370
331192.0;420296
331204.0;406873
331208.0;427954
331215.0;443171,472707,401359
331220.0;417716,439743,439743,453980
331227.0;502828,502828
331241.0;406063
331251.0;432620
331282.0;459401,430050
331287.0;443087
331303.0;442905,442905,443102,439761,439761,442907,442907,442908,442908,443103,442946,442948,439784,413209
331304.0;461912
331323.0;439756,439756,439755,442896
331341.0;399663
331345.0;453456
331349.0;430481
331356.0;422535
331360.0;407006,479973,408282
331363.0;442925,442923,457985,501792
331368.0;426204,448921,446733,431220
331373.0;459457
331375.0;420421,420363,401823
331379.0;467250,447385,468812,449073,414843,454608
331392.0;443054
331393.0;408503
331401.0;440601,443052
331406.0;445632
331421.0;403288
331422.0;494440
331426.0;432515
331427.0;400480
331428.0;416677,416679,416678,445127
331435.0;442670,442142
331439.0;442697
331460.0;438933,490111,490011,490182,490070
331463.0;411527
331464.0;439841,443263
331470.0;416677,445127
331477.0;439000
331485.0;443287,443288,442845,442846,442847,469808
331495.0;438933,439155,416677,416679,416678,416678,445127
331505.0;433886
331507.0;413976,404570,437755
331508.0;497121
331514.0;442683
331516.0;438933,440676,440683
331518.0;399580
331520.0;442670,439828
331521.0;470709,495263
331522.0;450667
331523.0;468755
331529.0;467908
331533.0;440355,440357,439761,426802
331538.0;492730
331541.0;413577,413577,417448,417448
331563.0;466393,482466
331566.0;466393,482466
331568.0;416679
331570.0;439645,494845,469864
331573.0;442682,401221,401206,401203,401208
331574.0;406523,406523,441355,441355
331578.0;480846
331582.0;433886,400086
331583.0;429629
331591.0;438933,439155,416677,416677,416679,416678,416678,445127
331595.0;410306,412029
331601.0;403129
331604.0;421066
331605.0;420352
331607.0;462981,420524
331611.0;442681,439000,442801,439146,442800,439828,422462,442798,439829,443135,443134
331613.0;498639,416176
331616.0;437021
331618.0;442783,408745
331620.0;442809,442810,442816,442823,439987,439987,442822,439985,442813,439980,442817,442818
331625.0;415641
331631.0;439740,419229
331635.0;438933,439155,416677,416679,416678
331647.0;416147
331649.0;414225
331659.0;415114
331660.0;472303
331662.0;443678
331669.0;410639
331676.0;412408
331686.0;432262
331691.0;432282
331701.0;426840,411554,426851
331708.0;462437
331712.0;440577
331716.0;427418
331717.0;453317,416807,467975,465823
331718.0;405676,470752
331719.0;442764
331721.0;438933,439155,416677,440047,445127
331731.0;451374,490544
331736.0;442921,439771
331738.0;425652
331742.0;440357,440572,442756,443033,442972,442973
331746.0;417338,415208
331748.0;438933,416677,416677,440047,440047
331749.0;417338,415208
331758.0;443124,442681,412607,439000,401418,403671,405023,440813,495219
331759.0;417338,415208
331763.0;458717,458717
331767.0;417338,415208
331774.0;417338,415208
331781.0;439949
331782.0;415892
331784.0;495883
331801.0;417338,415208
331802.0;417338,415208
331803.0;417338,415208
331807.0;414941
331809.0;442741,468168
331811.0;417338,415208
331812.0;417338,415208
331814.0;415208
331817.0;415208
331819.0;442682,439000,439645,416672,439644,440948,458063,458051
331820.0;438933,416677
331821.0;415208
331823.0;415208
331824.0;438933,416677,445127
331828.0;415208
331829.0;467546
331832.0;415208
331833.0;415208
331836.0;415208
331837.0;436306
331843.0;415208
331845.0;415208
331848.0;415208
331862.0;445510
331863.0;497604
331871.0;440687,506820
331885.0;476498,476498,476498,407697,407697
331886.0;433632,492433
331890.0;439149,439152,439152,442798,401732,414589,414589
331900.0;442801,463755
331902.0;447139,443052,443054
331922.0;474556
331923.0;472385
331924.0;426622
